Kontenplan;ID;Buchungskonto;Bezeichnung;Übergeordnetes Konto;Kontenklasse;Benutzerdefinierte Kontengruppe;Status
SKR42;;73060;Zinsaufwendungen §§ 234 bis 237 AO nicht abzugsfähig;ref:73060;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;73080;Zinsaufwendungen § 233a AO nicht abzugsfähig;ref:73080;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;73090;Zinsaufwendungen an verbundene Unternehmen;ref:73090;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;73100;Zinsaufwendungen für kurzfristige Verbindlichkeiten;ref:73100;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;73110;Zinsaufwendungen §§ 234 bis 237 AO abzugsfähig;ref:73110;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;73180;Zinsen auf Kontokorrentkonten;ref:73180;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;73190;Zinsaufwendungen für kurzfristige Verbindlichkeiten an verbundene Unternehmen;ref:73190;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;73200;Zinsaufwendungen für langfristige Verbindlichkeiten;ref:73200;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;73230;Abschreibungen auf ein Agio oder Disagio/Damnum zur Finanzierung;ref:73230;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;73240;Abschreibungen auf ein Agio oder Disagio/Damnum zur Finanzierung des Anlagevermögens;ref:73240;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;73250;Zinsaufwendungen für Gebäude, die zum Betriebsvermögen gehören;ref:73250;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;73260;Zinsen zur Finanzierung des Anlagevermögens;ref:73260;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;73270;Renten und dauernde Lasten;ref:73270;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;73290;Zinsaufwendungen für langfristige Verbindlichkeiten an verbundene Unternehmen;ref:73290;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;73300;Zinsähnliche Aufwendungen;ref:73300;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;73390;Zinsähnliche Aufwendungen an verbundene Unternehmen;ref:73390;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;73400;Diskontaufwendungen;ref:73400;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;73490;Diskontaufwendungen an verbundene Unternehmen;ref:73490;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;73500;Zinsen und ähnliche Aufwendungen §§ 3 Nr. 40 und 3c EStG bzw. § 8b Abs. 1 und Abs. 4 KStG ,;ref:73500;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;73510;Zinsen und ähnliche Aufwendungen an verbundene Unternehmen §§ 3 Nr. 40 und 3c EStG bzw. § 8b Abs. 1 KStG;ref:73510;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;73550;Kreditprovisionen und Verwaltungskostenbeiträge;ref:73550;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;73900;Aufwendungen aus Verlustübernahme;ref:73900;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;76000;Körperschaftsteuer;ref:76000;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;76030;Körperschaftsteuer für Vorjahre;ref:76030;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;76040;Körperschaftsteuererstattungen für Vorjahre;ref:76040;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;76070;Solidaritätszuschlagerstattungen für Vorjahre;ref:76070;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;76080;Solidaritätszuschlag;ref:76080;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;76090;Solidaritätszuschlag für Vorjahre;ref:76090;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;76100;Gewerbesteuer;ref:76100;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;76300;Kapitalertragsteuer 25 %;ref:76300;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;76310;Kapitalertragsteuererstattung;ref:76310;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;76330;Anrechenbarer Solidaritätszuschlag auf Kapitalertragsteuer 25 %;ref:76330;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;76380;Ausländische Steuer auf im Inland steuerfreie DBA-Einkünfte;ref:76380;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;76390;Anrechnung / Abzug ausländische Quellensteuer;ref:76390;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;76410;Gewerbesteuernachzahlungen und Gewerbesteuererstattungen für Vorjahre nach § 4 Abs. 5b EStG;ref:76410;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;76500;Sonstige Betriebssteuern;ref:76500;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;76750;Verbrauchsteuer (sonstige Steuern);ref:76750;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;76780;Ökosteuer;ref:76780;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;76800;Grundsteuer;ref:76800;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;76850;Kfz-Steuer;ref:76850;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;76900;Steuernachzahlungen Vorjahre für sonstige Steuern;ref:76900;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;76920;Steuererstattungen Vorjahre für sonstige Steuern;ref:76920;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;77000;Gewinnvortrag / Ergebnisvortrag nach Verwendung;ref:77000;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;77200;Verlustvortrag / Ergebnisvortrag nach Verwendung;ref:77200;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;77300;Entnahmen aus der Kapitalrücklage;ref:77300;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;77380;Entnahmen aus anderen Gewinnrücklagen / aus sonstigen Ergebnisrücklagen;ref:77380;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;77450;Verminderung des Kapitals aus realisierten Vermögensumschichtungen;ref:77450;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;77470;Entnahmen aus den sonstigen nicht zeitnah zu verwendenden Mitteln / dem Vereinskapital;ref:77470;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;77490;Entnahmen aus gebundenen Rücklagen nach § 62 Abs. 1 Nr. 1 u. 2 AO;ref:77490;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;77510;Entnahmen aus freien Rücklagen nach § 62 Abs. 1 Nr. 3 AO;ref:77510;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;77530;Entnahmen aus Rücklagen zum Erwerb von Gesellschaftsrechten nach § 62 Abs. 1 Nr. 4 AO;ref:77530;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;77550;Verminderung des nutzungsgebundenen Kapitals;ref:77550;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;77570;Entnahmen aus der Kapitalerhaltungsrücklage;ref:77570;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;77590;Entnahmen aus der Ansparrücklage nach § 62 Abs. 4 AO;ref:77590;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;77600;Einstellungen in die Kapitalrücklage;ref:77600;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;77680;Einstellungen in andere Gewinnrücklagen / sonstige Ergebnisrücklagen;ref:77680;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;77750;Erhöhung des Kapitals aus realisierten Vermögensumschichtungen;ref:77750;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;77770;Einstellungen in die sonstigen nicht zeitnah zu verwendenden Mittel/das Vereinskapital;ref:77770;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;77790;Einstellungen in gebundene Rücklagen nach § 62 Abs. 1 Nr. 1 u. 2 AO;ref:77790;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;77810;Einstellungen in freie Rücklagen nach § 62 Abs. 1 Nr. 3 AO;ref:77810;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;77830;Einstellungen in Rücklagen zum Erwerb von Gesellschaftsrechten nach § 62 Abs. 1 Nr. 4 AO;ref:77830;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;77850;Erhöhung des nutzungsgebundenen Kapitals;ref:77850;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;77870;Einstellungen in die Kapitalerhaltungsrücklage;ref:77870;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;77890;Einstellungen in die Ansparrücklage nach § 62 Abs. 4 AO;ref:77890;7: Weitere Einnahmen und Ausgaben;;0
SKR42;;90000;Saldenvorträge, Sachkonten;ref:90000;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;90010;Saldenvorträge, Sachkonten;ref:90010;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;90080;Saldenvorträge, Debitoren;ref:90080;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;90090;Saldenvorträge, Kreditoren;ref:90090;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;90500;Offene Posten aus 2020;ref:90500;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;90510;Offene Posten aus 2021;ref:90510;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;90520;Offene Posten aus 2022;ref:90520;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;90530;Offene Posten aus 2023;ref:90530;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;90540;Offene Posten aus 2024;ref:90540;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;90700;Offene Posten aus 2000;ref:90700;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;90710;Offene Posten aus 2001;ref:90710;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;90720;Offene Posten aus 2002;ref:90720;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;90730;Offene Posten aus 2003;ref:90730;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;90740;Offene Posten aus 2004;ref:90740;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;90750;Offene Posten aus 2005;ref:90750;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;90760;Offene Posten aus 2006;ref:90760;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;90770;Offene Posten aus 2007;ref:90770;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;90780;Offene Posten aus 2008;ref:90780;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;90790;Offene Posten aus 2009;ref:90790;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;90800;Offene Posten aus 2010;ref:90800;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;90810;Offene Posten aus 2011;ref:90810;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;90820;Offene Posten aus 2012;ref:90820;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;90830;Offene Posten aus 2013;ref:90830;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;90840;Offene Posten aus 2014;ref:90840;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;90850;Offene Posten aus 2015;ref:90850;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;90860;Offene Posten aus 2016;ref:90860;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;90870;Offene Posten aus 2017;ref:90870;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;90880;Offene Posten aus 2018;ref:90880;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;90890;Offene Posten aus 2019;ref:90890;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;90900;Summenvortragskonto;ref:90900;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;91010;Verkaufstage;ref:91010;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;91020;Anzahl der Barkunden;ref:91020;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;91030;Beschäftigte Personen;ref:91030;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;91040;Unbezahlte Personen;ref:91040;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;91050;Verkaufskräfte;ref:91050;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;91060;Geschäftsraum qm;ref:91060;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;91070;Verkaufsraum qm;ref:91070;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;91110;Umbuchung von Darlehen auf Restlaufzeit-Konten (BWA-Form;ref:91110;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;91160;Anzahl Rechnungen;ref:91160;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;91170;Anzahl Kreditkunden monatlich;ref:91170;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;91180;Anzahl Kreditkunden aufgelaufen;ref:91180;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;91200;Erweiterungsinvestitionen;ref:91200;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;91300;.Freies Konto;ref:91300;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;91350;Auftragseingang im Geschäftsjahr;ref:91350;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;91400;Auftragsbestand;ref:91400;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;91900;Gegenkonto für statistische Mengeneinheiten Konten 91010 - 91079 und Konten 91160 - 91189;ref:91900;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;91990;Gegenkonto zu Konten 91200, 91350 - 91899;ref:91990;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;92000;Beschäftigte Personen;ref:92000;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;92010;Statistische Konten für den Kennziffernteil Bilanz/BWA;ref:92010;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;92090;Gegenkonto zu 92000;ref:92090;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;92100;Produktive Löhne;ref:92100;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;92190;Gegenkonto zu 92100;ref:92190;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;92400;Investitionsverbindlichkeiten bei den Leistungsverbindlichkeiten;ref:92400;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;92410;Investitionsverbindlichkeiten aus Sachanlagekäufen bei Leistungsverbindlichkeiten;ref:92410;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;92420;Investitionsverbindlichkeiten aus Käufen von immateriellen Vermögensgegenständen bei Leistungsverbindlichkeiten;ref:92420;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;92430;Investitionsverbindlichkeiten aus Käufen von Finanzanlagen bei Leistungsverbindlichkeiten;ref:92430;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;92440;Gegenkonto zu Konten 92400 - 92439;ref:92440;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;92450;Forderungen aus Sachanlageverkäufen bei sonstigen Vermögensgegenständen;ref:92450;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;92460;Forderungen aus Verkäufen immaterieller Vermögensgegenstände bei sonstigen Vermögensgegenständen;ref:92460;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;92470;Forderungen aus Verkäufen von Finanzanlagen bei sonstigen Vermögensgegenständen;ref:92470;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;92490;Gegenkonto zu Konten 92450 - 92479;ref:92490;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;92701;Gegenkonto zu Konten 92791 - 92799 (Haben-Buchung);ref:92701;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;92791;Treuhandvermögen für den Ausweis unter der Bilanz bzw. der Vermögensübersicht;ref:92791;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;92870;Zinsen bei Buchungen über Debitoren bei § 4 Abs. 3 EStG;ref:92870;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;92880;Mahngebühren bei Buchungen über Debitoren bei § 4 Abs. 3 EStG;ref:92880;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;92890;Gegenkonto zu 92870 und 92880;ref:92890;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;92900;Statistisches Konto steuerfreie Auslagen;ref:92900;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;92910;Gegenkonto zu 92900;ref:92910;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;92920;Statistisches Konto Fremdgeld;ref:92920;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;92930;Gegenkonto zu 92920;ref:92930;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;93000;Statistische Konten für den Kennziffernteil Bilanz/BWA;ref:93000;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;93260;Statistische Konten für den Kennziffernteil Bilanz/BWA;ref:93260;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;93460;Statistische Konten für den Kennziffernteil Bilanz/BWA;ref:93460;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;93570;Statistische Konten für den Kennziffernteil Bilanz/BWA;ref:93570;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;93650;Statistische Konten für den Kennziffernteil Bilanz/BWA;ref:93650;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;93710;Statistische Konten für den Kennziffernteil Bilanz/BWA;ref:93710;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;93900;Konto für Branchenlösungen (Werte 1), (Zur freien Verfügung);ref:93900;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;93910;Konto für Branchenlösungen (Werte 2), (Zur freien Verfügung);ref:93910;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;93920;Konto für Branchenlösungen (Werte 3), (Zur freien Verfügung);ref:93920;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;93930;Konto für Branchenlösungen (Werte 4), (Zur freien Verfügung);ref:93930;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;93940;Gegenkonto für Branchenlösungen (Werte), (Zur freien Verfügung);ref:93940;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;93950;Konto für Branchenlösungen (Menge 1), (Zur freien Verfügung);ref:93950;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;93960;Konto für Branchenlösungen (Menge 2), (Zur freien Verfügung);ref:93960;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;93970;Konto für Branchenlösungen (Menge 3), (Zur freien Verfügung);ref:93970;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;93980;Konto für Branchenlösungen (Menge 4), (Zur freien Verfügung);ref:93980;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;93990;Gegenkonto für Branchenlösungen (Menge), (Zur freien Verfügung);ref:93990;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;98900;Statistisches Konto für den Gewinnzuschlag nach §§ 6b und 6c EStG (Haben);ref:98900;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;98910;Statistisches Konto für den Gewinnzuschlag nach §§ 6b und 6c EStG (Soll) - Gegenkonto zu 98900;ref:98910;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;98930;Umsatzsteuer in den Forderungen zum allgemeinen Umsatzsteuersatz (EÜR);ref:98930;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;98940;Umsatzsteuer in den Forderungen zum ermäßigten Umsatzsteuersatz (EÜR);ref:98940;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;98950;Gegenkonto 98930 - 98949 für die Aufteilung der Umsatzsteuer (EÜR);ref:98950;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;98960;Vorsteuer in den Verbindlichkeiten zum allgemeinen Umsatzsteuersatz (EÜR);ref:98960;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;98970;Vorsteuer in den Verbindlichkeiten zum ermäßigten Umsatzsteuersatz (EÜR);ref:98970;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;98980;Vorsteuer in den Verbindlichkeiten aus verschiedenen Kosten (EÜR);ref:98980;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;98990;Gegenkonto 98960 - 98979 für die Aufteilung der Vorsteuer (EÜR);ref:98990;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;99000;Umsatzsteuer nicht fällig - sonstige Erlöse (EÜR);ref:99000;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;99010;Gegenkonto zu 99000;ref:99010;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;99020;Umsatzsteuer in den Forderungen aus sonstigen Erlösen (EÜR);ref:99020;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;99060;Steuerfreie Einnahmen und Entnahmen nach § 3 Nr. 72 EStG (Soll);ref:99060;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;99070;Gegenkonto zu steuerfreien Einnahmen und Entnahmen nach § 3 Nr. 72 EStG (Haben);ref:99070;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;99080;Nicht abzugsfähige Betriebsausgaben nach § 3c Abs. 1 EStG i. V. m. § 3 Nr. 72 EStG (Haben);ref:99080;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;99090;Gegenkonto zu nicht abzugsfähigen Betriebsausgaben nach § 3c Abs. 1 EStG i. V. m. § 3 Nr. 72 EStG (Soll);ref:99090;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;99600;Hinzurechnung Investitionsabzugsbetrag § 7g Abs. 2 EStG aus dem 6. vorangegangenen Wirtschaftsjahr, außerbilanziell (Haben);ref:99600;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;99610;Rückgängigmachung Investitionsabzugsbetrag § 7g Abs. 3 und 4 EStG im 6. vorangegangenen Wirtschaftsjahr;ref:99610;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;99620;Hinzurechnung Investitionsabzugsbetrag § 7g Abs. 2 EStG aus dem 5. vorangegangenen Wirtschaftsjahr, außerbilanziell (Haben);ref:99620;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;99630;Rückgängigmachung Investitionsabzugsbetrag § 7g Abs. 3 und 4 EStG im 5. vorangegangenen Wirtschaftsjahr;ref:99630;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;99640;Hinzurechnung Investitionsabzugsbetrag § 7g Abs. 2 EStG aus dem 4. vorangegangenen Wirtschaftsjahr, außerbilanziell (Haben);ref:99640;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;99650;Rückgängigmachung Investitionsabzugsbetrag § 7g Abs. 3 und 4 EStG im 4. vorangegangenen Wirtschaftsjahr;ref:99650;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;99660;Hinzurechnung Investitionsabzugsbetrag § 7g Abs. 2 EStG aus dem 2. vorangegangenen Wirtschaftsjahr, außerbilanziell (Haben);ref:99660;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;99670;Hinzurechnung Investitionsabzugsbetrag § 7g Abs. 2 EStG aus dem 3. vorangegangenen Wirtschaftsjahr, außerbilanziell (Haben);ref:99670;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;99680;Rückgängigmachung Investitionsabzugsbetrag § 7g Abs. 3 und 4 EStG im 2. vorangegangenen Wirtschaftsjahr;ref:99680;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;99690;Rückgängigmachung Investitionsabzugsbetrag § 7g Abs. 3 und 4 EStG im 3. vorangegangenen Wirtschaftsjahr;ref:99690;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;99700;Investitionsabzugsbetrag § 7g Abs. 1 EStG, außerbilanziell (Soll);ref:99700;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;99710;Investitionsabzugsbetrag § 7g Abs. 1 EStG, außerbilanziell (Haben) - Gegenkonto zu 99700;ref:99710;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;99720;Hinzurechnung Investitionsabzugsbetrag § 7g Abs. 2 EStG aus dem vorangegangenen Wirtschaftsjahr, außerbilanziell (Haben);ref:99720;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;99730;Hinzurechnung Investitionsabzugsbetrag § 7g Abs. 2 EStG aus den vorangegangenen Wirtschaftsjahren, außerbilanziell (Soll) - Gegenkonto zu 99660, 99670, 99720;ref:99730;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;99740;Rückgängigmachung Investitionsabzugsbetrag § 7g Abs. 3 und 4 EStG im vorangegangenen Wirtschaftsjahr;ref:99740;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;99750;Rückgängigmachung Investitionsabzugsbetrag § 7g Abs. 3 und 4 EStG in den vorangegangenen Wirtschaftsjahren - Gegenkonto zu 99680, 99690, 99740;ref:99750;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;99760;Nicht abzugsfähige Zinsaufwendungen nach § 4h EStG (Haben);ref:99760;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;99770;Nicht abzugsfähige Zinsaufwendungen nach § 4h EStG (Soll) - Gegenkonto zu 99760;ref:99770;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;99780;Abziehbare Zinsaufwendungen aus Vorjahren nach § 4h EStG (Soll);ref:99780;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
SKR42;;99790;Abziehbare Zinsaufwendungen aus Vorjahren nach § 4h EStG (Haben) - Gegenkonto zu 99780 Personenkonten;ref:99790;9: Vortrags-, Kapital-, Korrektur- und statistische Konten;;0
